Rk,Player,Age,Tm,Pos,G,GS,MP,FG%,Dist.,% of FGA by Distance_2P,% of FGA by Distance_0-3,% of FGA by Distance_3-10,% of FGA by Distance_10-16,% of FGA by Distance_16-3P,% of FGA by Distance_3P,FG% by Distance_2P,FG% by Distance_0-3,FG% by Distance_3-10,FG% by Distance_10-16,FG% by Distance_16-3P,FG% by Distance_3P,% of FG Ast'd_2P,% of FG Ast'd_3P,Dunks_%FGA,Dunks_#,Corner 3s_%3PA,Corner 3s_3P%,Heaves_Att.,Heaves_Md.,Awards
336.0,Darrell Arthur,21.0,MEM,PF,32.0,1.0,457.0,0.432,8.6,0.993,0.37,0.219,0.144,0.26,0.007,0.434,0.481,0.5,0.429,0.316,0.0,0.667,0.0,0.068,7.0,0.0,0.0,1.0,0.0,0
337.0,Malik Allen,31.0,DEN,PF,51.0,3.0,456.0,0.397,14.3,0.948,0.198,0.06,0.112,0.578,0.052,0.409,0.435,0.143,0.538,0.403,0.167,0.622,1.0,0.017,2.0,0.667,0.25,0.0,0.0,0
338.0,Oleksiy Pecherov,24.0,MIN,C,44.0,5.0,447.0,0.41,15.0,0.723,0.229,0.08,0.106,0.309,0.277,0.463,0.628,0.267,0.45,0.397,0.269,0.603,1.0,0.016,3.0,0.154,0.375,0.0,0.0,0
339.0,Chris Wilcox,27.0,DET,PF,34.0,10.0,441.0,0.525,4.7,1.0,0.575,0.183,0.167,0.075,0.0,0.525,0.681,0.364,0.35,0.111,0.0,0.651,0.0,0.2,21.0,0.0,0.0,0.0,0.0,0
340.0,Johan Petro,24.0,DEN,C,36.0,16.0,436.0,0.535,8.4,0.99,0.356,0.277,0.149,0.208,0.01,0.54,0.75,0.357,0.467,0.476,0.0,0.704,0.0,0.089,8.0,0.0,0.0,0.0,0.0,0
341.0,Rasho NesteroviÄ,33.0,TOR,C,42.0,8.0,413.0,0.544,10.1,1.0,0.329,0.174,0.107,0.389,0.0,0.544,0.714,0.615,0.375,0.414,0.0,0.716,0.0,0.007,1.0,0.0,0.0,0.0,0.0,0
342.0,Nathan Jawai,23.0,MIN,C,39.0,2.0,412.0,0.441,3.8,0.991,0.631,0.243,0.081,0.036,0.009,0.445,0.543,0.296,0.222,0.25,0.0,0.388,0.0,0.09,10.0,0.0,0.0,1.0,0.0,0
343.0,Kyrylo Fesenko,23.0,UTA,C,49.0,5.0,408.0,0.547,2.3,0.989,0.653,0.316,0.021,0.0,0.011,0.553,0.677,0.333,0.0,0.0,0.0,0.692,0.0,0.211,19.0,0.0,0.0,0.0,0.0,0
344.0,Anthony Johnson,35.0,ORL,PG,31.0,0.0,406.0,0.441,14.4,0.649,0.216,0.135,0.171,0.126,0.351,0.5,0.542,0.333,0.526,0.571,0.333,0.194,0.923,0.009,1.0,0.282,0.455,0.0,0.0,0
345.0,Mikki Moore,34.0,GSW,C,23.0,20.0,406.0,0.6,9.7,1.0,0.389,0.122,0.078,0.411,0.0,0.6,0.857,0.364,0.429,0.459,0.0,0.741,0.0,0.2,18.0,0.0,0.0,0.0,0.0,0
346.0,DaJuan Summers,22.0,DET,SF,44.0,0.0,405.0,0.354,14.4,0.677,0.292,0.062,0.054,0.269,0.323,0.352,0.5,0.25,0.143,0.257,0.357,0.645,0.933,0.046,6.0,0.452,0.421,0.0,0.0,0
347.0,Jeff Ayres,22.0,POR,C,39.0,4.0,405.0,0.662,4.9,1.0,0.569,0.215,0.123,0.092,0.0,0.662,0.757,0.429,0.625,0.667,0.0,0.791,0.0,0.308,19.0,0.0,0.0,0.0,0.0,0
348.0,Bobby Simmons,29.0,NJN,PF,23.0,2.0,395.0,0.359,19.1,0.462,0.12,0.043,0.06,0.239,0.538,0.407,0.5,1.0,0.429,0.25,0.317,0.5,1.0,0.0,0.0,0.381,0.333,0.0,0.0,0
349.0,Cartier Martin,25.0,2TM,SF,18.0,2.0,390.0,0.368,15.1,0.64,0.25,0.14,0.074,0.176,0.36,0.379,0.559,0.211,0.2,0.333,0.347,0.333,0.882,0.0,0.0,0.265,0.308,1.0,0.0,0
349.0,Cartier Martin,25.0,GSW,SF,10.0,2.0,276.0,0.364,14.1,0.648,0.25,0.17,0.102,0.125,0.352,0.386,0.591,0.267,0.222,0.273,0.323,0.273,1.0,0.0,0.0,0.258,0.375,0.0,0.0,0
349.0,Cartier Martin,25.0,WAS,SF,8.0,0.0,114.0,0.375,16.1,0.625,0.25,0.083,0.021,0.271,0.375,0.367,0.5,0.0,0.0,0.385,0.389,0.455,0.714,0.0,0.0,0.278,0.2,1.0,0.0,0
350.0,Earl Clark,22.0,PHO,PF,51.0,0.0,383.0,0.371,12.7,0.967,0.205,0.172,0.139,0.45,0.033,0.37,0.548,0.346,0.286,0.324,0.4,0.574,1.0,0.046,5.0,0.2,0.0,1.0,0.0,0
351.0,Steve Novak,26.0,LAC,SF,54.0,0.0,362.0,0.389,23.3,0.343,0.009,0.009,0.028,0.296,0.657,0.541,1.0,0.0,1.0,0.5,0.31,0.95,1.0,0.0,0.0,0.239,0.294,0.0,0.0,0
352.0,Jamaal Magloire,31.0,MIA,C,36.0,0.0,359.0,0.5,2.4,1.0,0.661,0.304,0.018,0.018,0.0,0.5,0.622,0.294,0.0,0.0,0.0,0.464,0.0,0.196,10.0,0.0,0.0,0.0,0.0,0
353.0,D.J. Mbenga,29.0,LAL,C,49.0,2.0,355.0,0.466,9.0,1.0,0.33,0.184,0.194,0.291,0.0,0.466,0.647,0.421,0.45,0.3,0.0,0.563,0.0,0.049,4.0,0.0,0.0,0.0,0.0,0
354.0,Gerald Henderson,22.0,CHA,SG,43.0,0.0,355.0,0.356,11.8,0.817,0.375,0.077,0.135,0.231,0.183,0.388,0.538,0.125,0.286,0.292,0.211,0.636,1.0,0.115,12.0,0.368,0.286,1.0,0.0,0
355.0,Hilton Armstrong,25.0,3TM,C,33.0,0.0,335.0,0.354,6.9,0.987,0.456,0.241,0.139,0.152,0.013,0.359,0.5,0.316,0.182,0.167,0.0,0.714,0.0,0.177,10.0,0.0,0.0,0.0,0.0,0
355.0,Hilton Armstrong,25.0,NOH,PF,18.0,0.0,239.0,0.38,6.3,1.0,0.5,0.22,0.12,0.16,0.0,0.38,0.56,0.364,0.0,0.125,0.0,0.842,0.0,0.18,7.0,0.0,0.0,0.0,0.0,0
355.0,Hilton Armstrong,25.0,SAC,C,6.0,0.0,56.0,0.333,5.3,1.0,0.5,0.25,0.167,0.083,0.0,0.333,0.5,0.333,0.0,0.0,0.0,0.5,0.0,0.25,2.0,0.0,0.0,0.0,0.0,0
355.0,Hilton Armstrong,25.0,HOU,C,9.0,0.0,40.0,0.294,9.2,0.941,0.294,0.294,0.176,0.176,0.059,0.313,0.2,0.2,0.667,0.333,0.0,0.4,0.0,0.118,1.0,0.0,0.0,0.0,0.0,0
356.0,Garrett Temple,23.0,3TM,SG,27.0,4.0,334.0,0.436,15.5,0.634,0.287,0.069,0.04,0.238,0.366,0.484,0.724,0.571,0.75,0.125,0.351,0.226,1.0,0.02,2.0,0.676,0.48,1.0,0.0,0
356.0,Garrett Temple,23.0,HOU,SG,9.0,0.0,118.0,0.448,13.3,0.586,0.345,0.103,0.0,0.138,0.414,0.588,0.8,0.667,0.0,0.0,0.25,0.2,1.0,0.034,1.0,0.583,0.429,0.0,0.0,0
356.0,Garrett Temple,23.0,SAC,SG,5.0,0.0,23.0,0.375,18.9,0.75,0.25,0.0,0.125,0.375,0.25,0.5,1.0,0.0,1.0,0.0,0.0,0.333,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0
356.0,Garrett Temple,23.0,SAS,SG,13.0,4.0,193.0,0.438,14.4,0.641,0.266,0.063,0.047,0.266,0.359,0.439,0.647,0.5,0.667,0.176,0.435,0.222,1.0,0.016,1.0,0.739,0.529,0.0,0.0,0
357.0,Sean May,25.0,SAC,C,37.0,4.0,331.0,0.459,14.3,0.964,0.153,0.162,0.045,0.604,0.036,0.477,0.294,0.611,0.6,0.478,0.0,0.725,0.0,0.009,1.0,0.25,0.0,0.0,0.0,0
358.0,Royal Ivey,28.0,2TM,SG,44.0,0.0,326.0,0.422,15.4,0.578,0.229,0.133,0.096,0.12,0.422,0.438,0.684,0.273,0.25,0.3,0.4,0.524,0.929,0.0,0.0,0.4,0.357,1.0,0.0,0
358.0,Royal Ivey,28.0,PHI,SG,26.0,0.0,236.0,0.473,14.6,0.564,0.218,0.182,0.073,0.091,0.436,0.452,0.583,0.3,0.5,0.4,0.5,0.429,0.917,0.0,0.0,0.375,0.333,0.0,0.0,0
358.0,Royal Ivey,28.0,MIL,SG,18.0,0.0,90.0,0.321,16.3,0.607,0.25,0.036,0.143,0.179,0.393,0.412,0.857,0.0,0.0,0.2,0.182,0.714,1.0,0.0,0.0,0.455,0.4,1.0,0.0,0
359.0,Etan Thomas,31.0,OKC,C,23.0,1.0,321.0,0.456,4.5,1.0,0.485,0.338,0.162,0.015,0.0,0.456,0.606,0.391,0.091,1.0,0.0,0.645,0.0,0.103,5.0,0.0,0.0,0.0,0.0,0
360.0,Malik Hairston,22.0,SAS,SG,47.0,0.0,317.0,0.526,9.0,0.855,0.566,0.039,0.013,0.237,0.145,0.585,0.698,0.333,1.0,0.333,0.182,0.658,1.0,0.132,10.0,0.727,0.25,0.0,0.0,0
361.0,Dan Gadzuric,31.0,MIL,C,32.0,6.0,314.0,0.438,5.1,1.0,0.584,0.124,0.191,0.09,0.0,0.438,0.558,0.273,0.235,0.375,0.0,0.538,0.0,0.112,10.0,0.0,0.0,0.0,0.0,0
362.0,Kenny Thomas,32.0,SAC,PF,26.0,2.0,313.0,0.486,2.8,1.0,0.629,0.286,0.057,0.029,0.0,0.486,0.591,0.3,0.5,0.0,0.0,0.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
363.0,Reggie Evans,29.0,TOR,PF,28.0,1.0,311.0,0.493,2.5,1.0,0.754,0.217,0.0,0.029,0.0,0.493,0.615,0.067,0.0,0.5,0.0,0.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
364.0,Aaron Gray,25.0,2TM,C,32.0,0.0,311.0,0.512,3.8,1.0,0.634,0.207,0.146,0.012,0.0,0.512,0.577,0.471,0.25,1.0,0.0,0.333,0.0,0.024,2.0,0.0,0.0,0.0,0.0,0
364.0,Aaron Gray,25.0,CHI,C,8.0,0.0,50.0,0.381,4.4,1.0,0.571,0.19,0.238,0.0,0.0,0.381,0.5,0.0,0.4,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
364.0,Aaron Gray,25.0,NOH,C,24.0,0.0,261.0,0.557,3.2,1.0,0.656,0.213,0.115,0.016,0.0,0.557,0.6,0.615,0.143,1.0,0.0,0.324,0.0,0.033,2.0,0.0,0.0,0.0,0.0,0
365.0,Dominic McGuire,24.0,2TM,SF,51.0,2.0,307.0,0.365,7.8,1.0,0.442,0.173,0.019,0.365,0.0,0.365,0.522,0.0,0.0,0.368,0.0,0.474,0.0,0.096,5.0,0.0,0.0,0.0,0.0,0
365.0,Dominic McGuire,24.0,WAS,SF,41.0,0.0,240.0,0.375,9.3,1.0,0.425,0.15,0.025,0.4,0.0,0.375,0.529,0.0,0.0,0.375,0.0,0.467,0.0,0.075,3.0,0.0,0.0,0.0,0.0,0
365.0,Dominic McGuire,24.0,SAC,SF,10.0,2.0,67.0,0.333,6.4,1.0,0.5,0.25,0.0,0.25,0.0,0.333,0.5,0.0,0.0,0.333,0.0,0.5,0.0,0.167,2.0,0.0,0.0,0.0,0.0,0
366.0,Jermaine Taylor,23.0,HOU,SG,31.0,4.0,303.0,0.378,9.1,0.815,0.487,0.134,0.067,0.126,0.185,0.412,0.517,0.25,0.25,0.267,0.227,0.375,1.0,0.05,5.0,0.455,0.2,0.0,0.0,0
367.0,Jonathan Bender,29.0,NYK,SF,25.0,1.0,292.0,0.4,14.3,0.61,0.34,0.05,0.04,0.18,0.39,0.426,0.5,0.2,0.25,0.389,0.359,0.385,0.929,0.08,7.0,0.359,0.429,1.0,0.0,0
368.0,Tim Thomas,32.0,DAL,SF,18.0,1.0,285.0,0.462,15.3,0.594,0.226,0.085,0.113,0.17,0.406,0.524,0.75,0.556,0.25,0.389,0.372,0.697,1.0,0.038,3.0,0.279,0.5,0.0,0.0,0
369.0,Luke Walton,29.0,LAL,SF,29.0,0.0,272.0,0.357,12.6,0.798,0.179,0.238,0.226,0.155,0.202,0.343,0.4,0.35,0.316,0.308,0.412,0.391,0.857,0.0,0.0,0.471,0.5,0.0,0.0,0
370.0,Brian Cardinal,32.0,MIN,PF,29.0,0.0,267.0,0.389,16.3,0.75,0.111,0.111,0.167,0.361,0.25,0.407,0.5,0.5,0.667,0.231,0.333,0.727,1.0,0.0,0.0,0.444,0.5,0.0,0.0,0
371.0,Kevin Ollie,37.0,OKC,PG,25.0,0.0,263.0,0.4,12.3,0.978,0.289,0.044,0.133,0.511,0.022,0.409,0.462,0.5,0.5,0.348,0.0,0.778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
372.0,DeSagana Diop,28.0,CHA,C,27.0,0.0,262.0,0.517,3.9,1.0,0.69,0.069,0.172,0.069,0.0,0.517,0.75,0.0,0.0,0.0,0.0,0.6,0.0,0.103,3.0,0.0,0.0,0.0,0.0,0
373.0,Jarron Collins,31.0,PHO,C,34.0,10.0,261.0,0.387,5.1,1.0,0.484,0.355,0.097,0.065,0.0,0.387,0.533,0.273,0.0,0.5,0.0,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
374.0,Jeff Foster,33.0,IND,C,16.0,3.0,255.0,0.478,6.5,0.978,0.609,0.174,0.022,0.174,0.022,0.489,0.607,0.25,1.0,0.25,0.0,0.5,0.0,0.065,3.0,0.0,0.0,1.0,0.0,0
375.0,Marcus Banks,28.0,TOR,PG,22.0,0.0,244.0,0.534,15.7,0.671,0.288,0.055,0.027,0.301,0.329,0.653,0.762,0.5,0.5,0.591,0.292,0.281,0.857,0.0,0.0,0.375,0.444,1.0,0.0,0
376.0,Adam Morrison,25.0,LAL,SF,31.0,0.0,241.0,0.376,14.9,0.753,0.118,0.2,0.165,0.271,0.247,0.422,0.6,0.529,0.214,0.391,0.238,0.704,0.6,0.0,0.0,0.381,0.125,0.0,0.0,0
377.0,Hamed Haddadi,24.0,MEM,C,36.0,0.0,240.0,0.387,6.2,0.952,0.565,0.194,0.145,0.048,0.048,0.407,0.514,0.167,0.333,0.333,0.0,0.417,0.0,0.081,5.0,0.0,0.0,2.0,0.0,0
378.0,J.R. Giddens,24.0,2TM,SF,32.0,1.0,239.0,0.467,10.2,0.833,0.483,0.05,0.083,0.217,0.167,0.56,0.793,0.333,0.4,0.154,0.0,0.393,0.0,0.05,3.0,0.4,0.0,1.0,0.0,0
378.0,J.R. Giddens,24.0,BOS,SF,21.0,1.0,99.0,0.429,8.8,0.905,0.476,0.095,0.095,0.238,0.095,0.474,0.7,0.5,0.5,0.0,0.0,0.667,0.0,0.095,2.0,1.0,0.0,0.0,0.0,0
378.0,J.R. Giddens,24.0,NYK,SF,11.0,0.0,140.0,0.487,11.6,0.795,0.487,0.026,0.077,0.205,0.205,0.613,0.842,0.0,0.333,0.25,0.0,0.263,0.0,0.026,1.0,0.25,0.0,1.0,0.0,0
379.0,Leon Powe,26.0,CLE,SF,20.0,2.0,236.0,0.429,3.2,1.0,0.714,0.204,0.061,0.02,0.0,0.429,0.486,0.3,0.333,0.0,0.0,0.571,0.0,0.02,1.0,0.0,0.0,0.0,0.0,0
380.0,Acie Law,25.0,3TM,PG,26.0,1.0,234.0,0.467,7.2,0.787,0.6,0.08,0.04,0.067,0.213,0.508,0.578,0.0,1.0,0.2,0.313,0.3,0.6,0.027,2.0,0.313,0.4,0.0,0.0,0
380.0,Acie Law,25.0,GSW,PG,5.0,0.0,66.0,0.643,7.4,0.786,0.643,0.071,0.071,0.0,0.214,0.727,0.778,0.0,1.0,0.0,0.333,0.375,0.0,0.071,1.0,0.667,0.0,0.0,0.0,0
380.0,Acie Law,25.0,CHA,PG,9.0,0.0,33.0,0.313,5.6,0.938,0.625,0.125,0.063,0.125,0.063,0.333,0.4,0.0,1.0,0.0,0.0,0.2,0.0,0.063,1.0,0.0,0.0,0.0,0.0,0
380.0,Acie Law,25.0,CHI,PG,12.0,1.0,135.0,0.467,8.7,0.733,0.578,0.067,0.022,0.067,0.267,0.515,0.577,0.0,1.0,0.333,0.333,0.294,0.75,0.0,0.0,0.25,0.667,0.0,0.0,0
381.0,Earl Barron,28.0,NYK,C,7.0,6.0,232.0,0.441,10.0,1.0,0.368,0.118,0.147,0.368,0.0,0.441,0.52,0.25,0.3,0.48,0.0,0.833,0.0,0.015,1.0,0.0,0.0,0.0,0.0,0
382.0,Kelenna Azubuike,26.0,GSW,SF,9.0,7.0,231.0,0.545,11.8,0.693,0.42,0.114,0.045,0.114,0.307,0.623,0.784,0.5,0.25,0.3,0.37,0.553,0.9,0.136,12.0,0.296,0.5,0.0,0.0,0
383.0,Sean Williams,23.0,NJN,PF,20.0,0.0,227.0,0.429,6.6,0.98,0.449,0.224,0.204,0.102,0.02,0.438,0.636,0.364,0.2,0.2,0.0,0.571,0.0,0.143,7.0,0.0,0.0,0.0,0.0,0
384.0,Chris Richard,25.0,CHI,PF,18.0,0.0,224.0,0.517,2.6,1.0,0.655,0.31,0.034,0.0,0.0,0.517,0.579,0.444,0.0,0.0,0.0,0.667,0.0,0.31,6.0,0.0,0.0,0.0,0.0,0
385.0,Chris Quinn,26.0,NJN,PG,25.0,0.0,223.0,0.357,18.7,0.429,0.089,0.107,0.089,0.143,0.571,0.417,0.6,0.5,0.6,0.125,0.313,0.3,0.8,0.0,0.0,0.313,0.3,0.0,0.0,0
386.0,Sundiata Gaines,23.0,UTA,PG,32.0,0.0,217.0,0.463,14.7,0.683,0.256,0.134,0.061,0.232,0.317,0.554,0.619,0.636,0.4,0.474,0.269,0.387,0.429,0.0,0.0,0.038,1.0,2.0,0.0,0
387.0,Alonzo Gee,22.0,WAS,SG,11.0,2.0,182.0,0.475,7.0,0.847,0.576,0.136,0.068,0.068,0.153,0.42,0.5,0.25,0.5,0.0,0.778,0.429,0.714,0.186,11.0,0.444,0.75,0.0,0.0,0
388.0,Raja Bell,33.0,2TM,SG,6.0,5.0,180.0,0.459,19.0,0.557,0.033,0.033,0.066,0.426,0.443,0.471,0.5,1.0,0.25,0.462,0.444,0.688,1.0,0.0,0.0,0.407,0.545,0.0,0.0,0
388.0,Raja Bell,33.0,CHA,SG,5.0,5.0,157.0,0.436,20.1,0.564,0.036,0.018,0.055,0.455,0.436,0.484,0.5,1.0,0.333,0.48,0.375,0.667,1.0,0.0,0.0,0.333,0.375,0.0,0.0,0
388.0,Raja Bell,33.0,GSW,SG,1.0,0.0,23.0,0.667,17.9,0.5,0.0,0.167,0.167,0.167,0.5,0.333,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
389.0,Kosta Koufos,20.0,UTA,C,36.0,0.0,172.0,0.468,4.2,1.0,0.617,0.255,0.043,0.085,0.0,0.468,0.586,0.333,0.0,0.25,0.0,0.682,0.0,0.191,6.0,0.0,0.0,0.0,0.0,0
390.0,Ian Mahinmi,23.0,SAS,C,26.0,0.0,165.0,0.636,4.7,1.0,0.564,0.273,0.091,0.073,0.0,0.636,0.774,0.6,0.2,0.25,0.0,0.543,0.0,0.127,7.0,0.0,0.0,0.0,0.0,0
391.0,Steven Hunter,28.0,MEM,C,21.0,0.0,158.0,0.395,3.3,1.0,0.674,0.209,0.07,0.047,0.0,0.395,0.552,0.111,0.0,0.0,0.0,0.647,0.0,0.256,11.0,0.0,0.0,0.0,0.0,0
392.0,Kyle Weaver,23.0,OKC,SG,12.0,0.0,144.0,0.364,19.8,0.424,0.091,0.03,0.03,0.273,0.576,0.357,1.0,0.0,0.0,0.222,0.368,0.6,0.857,0.0,0.0,0.368,0.143,0.0,0.0,0
393.0,Mario West,25.0,ATL,SG,39.0,1.0,142.0,0.571,4.2,0.952,0.762,0.095,0.0,0.095,0.048,0.6,0.625,1.0,0.0,0.0,0.0,0.5,0.0,0.286,6.0,0.0,0.0,0.0,0.0,0
394.0,Tony Battie,33.0,NJN,C,15.0,0.0,134.0,0.35,14.9,0.9,0.125,0.075,0.175,0.5,0.1,0.361,0.4,0.333,0.286,0.4,0.25,0.923,1.0,0.05,2.0,0.25,0.0,0.0,0.0,0
395.0,Lester Hudson,25.0,2TM,PG,25.0,0.0,131.0,0.396,15.7,0.698,0.189,0.075,0.094,0.34,0.302,0.432,0.7,0.25,0.4,0.333,0.313,0.5,0.8,0.0,0.0,0.125,0.5,0.0,0.0,0
395.0,Lester Hudson,25.0,BOS,PG,16.0,0.0,70.0,0.389,14.0,0.722,0.222,0.167,0.056,0.278,0.278,0.308,0.5,0.333,0.0,0.2,0.6,0.5,0.667,0.0,0.0,0.2,1.0,0.0,0.0,0
395.0,Lester Hudson,25.0,MEM,PG,9.0,0.0,61.0,0.4,17.3,0.686,0.171,0.029,0.114,0.371,0.314,0.5,0.833,0.0,0.5,0.385,0.182,0.5,1.0,0.0,0.0,0.091,0.0,0.0,0.0,0
396.0,Randolph Morris,24.0,ATL,PF,28.0,0.0,124.0,0.561,6.3,1.0,0.415,0.293,0.244,0.049,0.0,0.561,0.529,0.583,0.5,1.0,0.0,0.391,0.0,0.073,1.0,0.0,0.0,0.0,0.0,0
397.0,Brian Skinner,33.0,LAC,PF,16.0,1.0,123.0,0.4,7.4,1.0,0.44,0.2,0.12,0.24,0.0,0.4,0.364,0.4,1.0,0.167,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
398.0,Darnell Jackson,24.0,2TM,PF,28.0,0.0,123.0,0.3,9.3,0.867,0.5,0.133,0.067,0.167,0.133,0.308,0.4,0.25,0.5,0.0,0.25,0.5,1.0,0.1,3.0,0.0,0.0,0.0,0.0,0
398.0,Darnell Jackson,24.0,CLE,PF,27.0,0.0,114.0,0.32,8.4,0.88,0.52,0.12,0.08,0.16,0.12,0.318,0.385,0.333,0.5,0.0,0.333,0.571,1.0,0.12,3.0,0.0,0.0,0.0,0.0,0
398.0,Darnell Jackson,24.0,MIL,PF,1.0,0.0,9.0,0.2,10.3,0.8,0.4,0.2,0.0,0.2,0.2,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
399.0,Lindsey Hunter,39.0,CHI,PG,13.0,0.0,122.0,0.167,18.7,0.567,0.133,0.067,0.1,0.267,0.433,0.235,0.25,0.5,0.0,0.25,0.077,0.5,1.0,0.0,0.0,0.077,0.0,0.0,0.0,0
400.0,Matt Carroll,29.0,DAL,SG,25.0,0.0,121.0,0.36,17.3,0.62,0.12,0.06,0.16,0.28,0.38,0.452,0.333,0.333,0.625,0.429,0.211,0.429,1.0,0.0,0.0,0.579,0.273,0.0,0.0,0
401.0,Pops Mensah-Bonsu,26.0,2TM,PF,20.0,0.0,120.0,0.394,1.0,1.0,0.848,0.061,0.091,0.0,0.0,0.394,0.464,0.0,0.0,0.0,0.0,0.846,0.0,0.364,9.0,0.0,0.0,0.0,0.0,0
401.0,Pops Mensah-Bonsu,26.0,HOU,PF,4.0,0.0,13.0,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
401.0,Pops Mensah-Bonsu,26.0,TOR,PF,16.0,0.0,107.0,0.414,2.0,1.0,0.828,0.069,0.103,0.0,0.0,0.414,0.5,0.0,0.0,0.0,0.0,0.833,0.0,0.414,9.0,0.0,0.0,0.0,0.0,0
402.0,Jason Collins,31.0,ATL,C,24.0,0.0,115.0,0.348,14.7,0.957,0.174,0.087,0.087,0.609,0.043,0.364,0.25,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
403.0,Danny Green,22.0,CLE,SG,20.0,0.0,115.0,0.385,17.7,0.436,0.231,0.077,0.051,0.077,0.564,0.529,0.556,0.667,0.0,0.667,0.273,0.556,0.833,0.0,0.0,0.455,0.4,1.0,0.0,0
404.0,Coby Karl,26.0,2TM,SG,7.0,1.0,113.0,0.344,13.5,0.656,0.438,0.156,0.0,0.063,0.344,0.429,0.571,0.2,0.0,0.0,0.182,0.444,1.0,0.0,0.0,0.091,0.0,2.0,0.0,0
404.0,Coby Karl,26.0,CLE,SG,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
404.0,Coby Karl,26.0,GSW,SF,4.0,1.0,108.0,0.344,13.5,0.656,0.438,0.156,0.0,0.063,0.344,0.429,0.571,0.2,0.0,0.0,0.182,0.444,1.0,0.0,0.0,0.091,0.0,2.0,0.0,0
405.0,Marcus Landry,24.0,2TM,SF,18.0,0.0,111.0,0.372,21.4,0.349,0.209,0.047,0.0,0.093,0.651,0.467,0.556,0.0,0.0,0.5,0.321,0.286,1.0,0.023,1.0,0.464,0.462,0.0,0.0,0
405.0,Marcus Landry,24.0,NYK,SF,17.0,0.0,108.0,0.39,17.8,0.366,0.22,0.049,0.0,0.098,0.634,0.467,0.556,0.0,0.0,0.5,0.346,0.286,1.0,0.024,1.0,0.462,0.5,0.0,0.0,0
405.0,Marcus Landry,24.0,BOS,SF,1.0,0.0,3.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
406.0,Joey Dorsey,26.0,2TM,PF,15.0,0.0,106.0,0.45,1.1,1.0,0.8,0.2,0.0,0.0,0.0,0.45,0.5,0.25,0.0,0.0,0.0,0.444,0.0,0.15,3.0,0.0,0.0,0.0,0.0,0
406.0,Joey Dorsey,26.0,HOU,PF,7.0,0.0,54.0,0.455,0.5,1.0,0.909,0.091,0.0,0.0,0.0,0.455,0.5,0.0,0.0,0.0,0.0,0.6,0.0,0.091,1.0,0.0,0.0,0.0,0.0,0
406.0,Joey Dorsey,26.0,SAC,PF,8.0,0.0,52.0,0.444,1.6,1.0,0.667,0.333,0.0,0.0,0.0,0.444,0.5,0.333,0.0,0.0,0.0,0.25,0.0,0.222,2.0,0.0,0.0,0.0,0.0,0
407.0,D.J. White,23.0,OKC,PF,12.0,0.0,102.0,0.61,11.3,1.0,0.268,0.049,0.317,0.366,0.0,0.61,0.545,0.5,0.846,0.467,0.0,0.64,0.0,0.073,2.0,0.0,0.0,0.0,0.0,0
408.0,Roko UkiÄ,25.0,MIL,PG,13.0,0.0,97.0,0.467,14.2,0.6,0.267,0.133,0.167,0.033,0.4,0.611,0.625,0.75,0.6,0.0,0.25,0.273,1.0,0.0,0.0,0.25,0.333,0.0,0.0,0
409.0,Mike Harris,26.0,2TM,PF,13.0,0.0,96.0,0.367,4.8,0.967,0.433,0.267,0.1,0.167,0.033,0.379,0.385,0.375,0.667,0.2,0.0,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
409.0,Mike Harris,26.0,HOU,PF,8.0,0.0,82.0,0.37,7.3,0.963,0.407,0.259,0.111,0.185,0.037,0.385,0.364,0.429,0.667,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
409.0,Mike Harris,26.0,WAS,PF,5.0,0.0,14.0,0.333,2.3,1.0,0.667,0.333,0.0,0.0,0.0,0.333,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
