Rk,Player,Age,Tm,Pos,G,GS,MP,FG%,Dist.,% of FGA by Distance_2P,% of FGA by Distance_0-3,% of FGA by Distance_3-10,% of FGA by Distance_10-16,% of FGA by Distance_16-3P,% of FGA by Distance_3P,FG% by Distance_2P,FG% by Distance_0-3,FG% by Distance_3-10,FG% by Distance_10-16,FG% by Distance_16-3P,FG% by Distance_3P,% of FG Ast'd_2P,% of FG Ast'd_3P,Dunks_%FGA,Dunks_#,Corner 3s_%3PA,Corner 3s_3P%,Heaves_Att.,Heaves_Md.,Awards
98.0,Buddy Hield,25.0,SAC,SG,80.0,13.0,2024.0,0.446,16.4,0.563,0.16,0.106,0.105,0.192,0.437,0.457,0.631,0.364,0.327,0.436,0.431,0.442,0.773,0.015,13.0,0.164,0.537,2.0,0.0,0
99.0,Lauri Markkanen,20.0,CHI,PF,68.0,68.0,2020.0,0.434,15.1,0.535,0.244,0.118,0.08,0.093,0.465,0.497,0.676,0.343,0.348,0.35,0.362,0.642,0.966,0.079,63.0,0.115,0.326,1.0,0.0,0
100.0,Darren Collison,30.0,IND,PG,69.0,64.0,2018.0,0.495,15.3,0.679,0.24,0.063,0.067,0.309,0.321,0.508,0.647,0.25,0.488,0.457,0.468,0.295,0.802,0.002,1.0,0.317,0.462,2.0,0.0,0
101.0,Marvin Williams,31.0,CHO,PF,78.0,78.0,2006.0,0.458,15.9,0.458,0.231,0.135,0.055,0.036,0.542,0.512,0.585,0.474,0.419,0.35,0.413,0.652,0.992,0.014,7.0,0.259,0.405,0.0,0.0,0
102.0,Nicolas Batum,29.0,CHO,SG,64.0,64.0,1981.0,0.415,17.5,0.578,0.109,0.063,0.197,0.209,0.422,0.473,0.704,0.439,0.445,0.39,0.336,0.388,0.848,0.015,10.0,0.109,0.267,1.0,0.0,0
103.0,Kyle Anderson,24.0,SAS,SF,74.0,67.0,1978.0,0.527,8.4,0.87,0.388,0.249,0.128,0.105,0.13,0.556,0.688,0.459,0.482,0.391,0.333,0.514,0.947,0.039,15.0,0.649,0.405,1.0,0.0,0
104.0,Joe Harris,26.0,BRK,SG,78.0,14.0,1975.0,0.491,15.9,0.424,0.258,0.113,0.027,0.026,0.576,0.589,0.706,0.429,0.529,0.188,0.419,0.639,0.947,0.01,4.0,0.218,0.333,1.0,0.0,0
105.0,Brandon Ingram,20.0,LAL,SF,59.0,59.0,1975.0,0.47,10.1,0.862,0.375,0.152,0.135,0.2,0.138,0.483,0.67,0.207,0.35,0.434,0.39,0.363,0.951,0.074,53.0,0.276,0.448,1.0,0.0,0
106.0,John Henson,27.0,MIL,C,76.0,69.0,1970.0,0.572,4.5,0.986,0.558,0.317,0.026,0.084,0.014,0.578,0.707,0.428,0.462,0.333,0.143,0.815,1.0,0.227,102.0,0.143,0.0,2.0,0.0,0
107.0,Blake Griffin,28.0,2TM,PF,58.0,58.0,1970.0,0.438,12.6,0.677,0.284,0.224,0.06,0.109,0.323,0.482,0.682,0.377,0.25,0.303,0.345,0.378,0.694,0.055,46.0,0.112,0.417,2.0,0.0,0
107.0,Blake Griffin,28.0,LAC,PF,33.0,33.0,1139.0,0.441,11.8,0.676,0.337,0.206,0.059,0.076,0.324,0.488,0.656,0.378,0.265,0.205,0.342,0.366,0.734,0.067,33.0,0.107,0.25,1.0,0.0,0
107.0,Blake Griffin,28.0,DET,PF,25.0,25.0,831.0,0.433,13.4,0.677,0.211,0.249,0.062,0.156,0.323,0.473,0.739,0.375,0.231,0.369,0.348,0.396,0.638,0.038,13.0,0.119,0.625,1.0,0.0,0
108.0,Markieff Morris,28.0,WAS,PF,73.0,73.0,1968.0,0.48,13.8,0.699,0.194,0.157,0.233,0.115,0.301,0.529,0.699,0.491,0.506,0.342,0.367,0.669,1.0,0.045,23.0,0.271,0.321,5.0,0.0,0
109.0,Jeremy Lamb,25.0,CHO,SG,80.0,18.0,1967.0,0.457,13.9,0.695,0.204,0.177,0.154,0.16,0.305,0.495,0.647,0.442,0.477,0.376,0.37,0.399,0.681,0.025,19.0,0.181,0.435,4.0,0.0,0
110.0,Josh Jackson,20.0,PHO,SF,77.0,35.0,1959.0,0.417,10.7,0.767,0.349,0.193,0.111,0.115,0.233,0.464,0.578,0.406,0.32,0.355,0.263,0.361,0.912,0.082,65.0,0.235,0.294,3.0,0.0,0
111.0,Marco Belinelli,31.0,2TM,SG,80.0,2.0,1947.0,0.441,18.9,0.483,0.126,0.05,0.064,0.242,0.517,0.509,0.667,0.342,0.51,0.465,0.377,0.803,0.879,0.008,4.0,0.144,0.404,2.0,0.0,6MOY-12
111.0,Marco Belinelli,31.0,ATL,SG,52.0,1.0,1210.0,0.41,18.9,0.491,0.122,0.045,0.074,0.247,0.509,0.45,0.576,0.273,0.472,0.417,0.372,0.738,0.837,0.01,3.0,0.15,0.432,2.0,0.0,0
111.0,Marco Belinelli,31.0,PHI,SG,28.0,1.0,737.0,0.495,19.0,0.47,0.133,0.057,0.047,0.233,0.53,0.618,0.811,0.438,0.615,0.554,0.385,0.889,0.947,0.004,1.0,0.135,0.35,0.0,0.0,0
112.0,Darius Miller,27.0,NOP,SF,82.0,3.0,1944.0,0.444,21.9,0.265,0.021,0.039,0.072,0.133,0.735,0.535,0.6,0.421,0.571,0.538,0.411,0.594,0.959,0.002,1.0,0.196,0.557,1.0,0.0,0
113.0,James Johnson,30.0,MIA,PF,73.0,41.0,1943.0,0.503,10.9,0.699,0.383,0.181,0.064,0.072,0.301,0.587,0.698,0.486,0.436,0.386,0.308,0.413,0.912,0.094,49.0,0.378,0.314,1.0,0.0,0
114.0,Kyrie Irving,25.0,BOS,PG,60.0,60.0,1931.0,0.491,14.5,0.626,0.223,0.158,0.132,0.112,0.374,0.541,0.649,0.436,0.479,0.549,0.408,0.264,0.53,0.002,2.0,0.123,0.42,1.0,0.0,AS
115.0,Rondae Hollis-Jefferson,23.0,BRK,SF,68.0,59.0,1920.0,0.472,7.6,0.925,0.377,0.273,0.206,0.069,0.075,0.491,0.597,0.369,0.477,0.44,0.241,0.556,1.0,0.041,29.0,0.5,0.333,1.0,0.0,0
116.0,Joel Embiid,23.0,PHI,C,63.0,63.0,1912.0,0.483,11.1,0.797,0.293,0.176,0.22,0.106,0.203,0.527,0.728,0.387,0.431,0.42,0.308,0.439,0.924,0.087,82.0,0.051,0.364,0.0,0.0,"MVP-12,DPOY-2,AS,NBA2,DEF2"
117.0,Aaron Gordon,22.0,ORL,PF,58.0,57.0,1909.0,0.434,14.1,0.605,0.275,0.109,0.106,0.114,0.395,0.497,0.718,0.287,0.38,0.273,0.336,0.488,0.835,0.111,92.0,0.199,0.368,0.0,0.0,0
118.0,Dirk Nowitzki,39.0,DAL,C,77.0,77.0,1900.0,0.456,19.2,0.555,0.044,0.028,0.201,0.284,0.445,0.494,0.758,0.476,0.474,0.47,0.409,0.774,1.0,0.003,1.0,0.045,0.467,1.0,0.0,0
119.0,Stanley Johnson,21.0,DET,SF,69.0,50.0,1894.0,0.375,14.8,0.582,0.22,0.157,0.084,0.121,0.418,0.439,0.659,0.227,0.34,0.382,0.286,0.371,0.97,0.023,10.0,0.303,0.282,3.0,0.0,0
120.0,Jordan Clarkson,25.0,2TM,SG,81.0,2.0,1888.0,0.451,14.0,0.667,0.246,0.142,0.133,0.146,0.333,0.5,0.647,0.4,0.441,0.403,0.352,0.277,0.795,0.017,15.0,0.164,0.423,0.0,0.0,6MOY-7
120.0,Jordan Clarkson,25.0,LAL,SG,53.0,2.0,1256.0,0.448,13.2,0.685,0.264,0.147,0.121,0.153,0.315,0.505,0.67,0.429,0.346,0.422,0.324,0.273,0.794,0.015,9.0,0.114,0.292,0.0,0.0,0
120.0,Jordan Clarkson,25.0,CLE,SG,28.0,0.0,632.0,0.456,14.7,0.624,0.206,0.129,0.16,0.129,0.376,0.486,0.576,0.324,0.609,0.351,0.407,0.287,0.795,0.021,6.0,0.259,0.536,0.0,0.0,0
121.0,Tim Hardaway Jr.,25.0,NYK,SG,57.0,54.0,1885.0,0.421,16.4,0.521,0.222,0.089,0.091,0.119,0.479,0.516,0.642,0.276,0.513,0.461,0.317,0.504,0.792,0.028,21.0,0.124,0.373,2.0,0.0,0
122.0,Devin Booker,21.0,PHO,SG,54.0,54.0,1865.0,0.432,15.1,0.636,0.18,0.143,0.176,0.137,0.364,0.46,0.611,0.351,0.4,0.451,0.383,0.338,0.612,0.013,13.0,0.112,0.419,4.0,0.0,0
123.0,Caris LeVert,23.0,BRK,SF,71.0,10.0,1864.0,0.435,12.1,0.667,0.31,0.19,0.103,0.063,0.333,0.48,0.654,0.321,0.342,0.326,0.347,0.302,0.729,0.044,32.0,0.131,0.281,0.0,0.0,0
124.0,Lance Stephenson,27.0,IND,SG,82.0,7.0,1850.0,0.427,14.7,0.673,0.292,0.086,0.072,0.223,0.327,0.495,0.623,0.311,0.49,0.399,0.289,0.237,0.716,0.025,14.0,0.194,0.356,9.0,0.0,0
125.0,Michael Kidd-Gilchrist,24.0,CHO,SF,74.0,74.0,1850.0,0.504,8.3,0.996,0.404,0.188,0.146,0.259,0.004,0.505,0.69,0.343,0.463,0.359,0.0,0.674,0.0,0.052,25.0,0.5,0.0,1.0,0.0,0
126.0,Chris Paul,32.0,HOU,PG,58.0,58.0,1847.0,0.46,17.6,0.525,0.093,0.104,0.218,0.11,0.475,0.532,0.662,0.446,0.506,0.557,0.38,0.081,0.243,0.0,0.0,0.142,0.5,4.0,0.0,0
127.0,Evan Fournier,25.0,ORL,SF,57.0,57.0,1837.0,0.459,15.0,0.582,0.209,0.165,0.094,0.115,0.418,0.516,0.667,0.439,0.32,0.511,0.379,0.573,0.843,0.01,8.0,0.17,0.509,1.0,0.0,0
128.0,Myles Turner,21.0,IND,C,65.0,62.0,1836.0,0.479,14.1,0.754,0.26,0.105,0.085,0.305,0.246,0.519,0.614,0.478,0.407,0.482,0.357,0.736,0.982,0.085,46.0,0.089,0.286,1.0,0.0,0
129.0,Frank Kaminsky,24.0,CHO,PF,79.0,4.0,1835.0,0.429,14.2,0.617,0.17,0.251,0.13,0.066,0.383,0.459,0.672,0.378,0.43,0.277,0.38,0.517,0.99,0.022,15.0,0.077,0.286,0.0,0.0,0
130.0,Enes Freedom,25.0,NYK,C,71.0,71.0,1830.0,0.592,3.8,0.997,0.61,0.262,0.076,0.048,0.003,0.594,0.683,0.46,0.463,0.412,0.0,0.491,0.0,0.05,31.0,0.0,0.0,0.0,0.0,0
131.0,Jeff Green,31.0,CLE,PF,78.0,14.0,1828.0,0.477,11.2,0.725,0.398,0.146,0.087,0.095,0.275,0.54,0.699,0.367,0.259,0.39,0.312,0.583,0.962,0.115,63.0,0.4,0.338,8.0,0.0,0
132.0,Rudy Gobert,25.0,UTA,C,56.0,56.0,1816.0,0.622,2.4,1.0,0.757,0.194,0.023,0.025,0.0,0.622,0.726,0.314,0.1,0.364,0.0,0.772,0.0,0.369,151.0,0.0,0.0,0.0,0.0,"DPOY-1,DEF1"
133.0,Pau Gasol,37.0,SAS,C,77.0,63.0,1812.0,0.458,10.8,0.809,0.311,0.201,0.126,0.169,0.191,0.481,0.672,0.349,0.38,0.368,0.358,0.676,1.0,0.038,22.0,0.325,0.333,0.0,0.0,0
134.0,George Hill,31.0,2TM,PG,67.0,60.0,1812.0,0.46,15.1,0.6,0.189,0.136,0.119,0.156,0.4,0.49,0.701,0.371,0.426,0.388,0.415,0.318,0.753,0.01,5.0,0.322,0.47,1.0,0.0,0
134.0,George Hill,31.0,SAC,PG,43.0,36.0,1143.0,0.469,15.5,0.607,0.172,0.15,0.132,0.153,0.393,0.48,0.679,0.429,0.349,0.42,0.453,0.295,0.741,0.006,2.0,0.211,0.481,1.0,0.0,0
134.0,George Hill,31.0,CLE,PG,24.0,24.0,669.0,0.444,14.8,0.588,0.219,0.112,0.096,0.16,0.412,0.509,0.732,0.238,0.611,0.333,0.351,0.357,0.778,0.016,3.0,0.506,0.462,0.0,0.0,0
135.0,Domantas Sabonis,21.0,IND,C,74.0,19.0,1810.0,0.514,7.2,0.944,0.47,0.224,0.088,0.162,0.056,0.524,0.669,0.385,0.431,0.346,0.351,0.737,1.0,0.086,49.0,0.135,0.6,0.0,0.0,0
136.0,Elfrid Payton,23.0,2TM,PG,63.0,63.0,1808.0,0.493,8.1,0.862,0.405,0.264,0.105,0.088,0.138,0.52,0.674,0.398,0.371,0.356,0.326,0.207,0.833,0.016,9.0,0.261,0.375,0.0,0.0,0
136.0,Elfrid Payton,23.0,ORL,PG,44.0,44.0,1257.0,0.52,8.2,0.854,0.41,0.26,0.107,0.076,0.146,0.545,0.702,0.403,0.408,0.371,0.373,0.23,0.88,0.013,5.0,0.313,0.429,0.0,0.0,0
136.0,Elfrid Payton,23.0,PHO,PG,19.0,19.0,551.0,0.435,8.0,0.88,0.392,0.273,0.1,0.115,0.12,0.467,0.61,0.386,0.286,0.333,0.2,0.151,0.6,0.024,4.0,0.12,0.0,0.0,0.0,0
137.0,Danny Green,30.0,SAS,SG,70.0,60.0,1791.0,0.387,17.2,0.43,0.173,0.102,0.059,0.096,0.57,0.419,0.546,0.333,0.242,0.389,0.363,0.624,0.991,0.018,8.0,0.288,0.446,0.0,0.0,0
138.0,Kent Bazemore,28.0,ATL,SG,65.0,65.0,1789.0,0.42,14.7,0.595,0.226,0.139,0.08,0.149,0.405,0.438,0.608,0.266,0.333,0.396,0.394,0.472,0.833,0.031,19.0,0.285,0.436,1.0,0.0,0
139.0,John Collins,20.0,ATL,PF,74.0,26.0,1785.0,0.576,5.7,0.914,0.589,0.167,0.11,0.05,0.086,0.598,0.732,0.341,0.417,0.259,0.34,0.742,1.0,0.273,123.0,0.723,0.353,2.0,0.0,0
140.0,Lonzo Ball,20.0,LAL,PG,52.0,50.0,1780.0,0.36,16.1,0.477,0.273,0.092,0.053,0.059,0.523,0.42,0.494,0.269,0.4,0.333,0.305,0.327,0.744,0.03,15.0,0.115,0.235,3.0,0.0,0
141.0,Kelly Olynyk,26.0,MIA,PF,76.0,22.0,1779.0,0.497,14.4,0.56,0.274,0.137,0.066,0.082,0.44,0.59,0.782,0.46,0.381,0.346,0.379,0.533,0.906,0.033,20.0,0.139,0.41,1.0,0.0,6MOY-6
142.0,Doug McDermott,26.0,2TM,SF,81.0,4.0,1768.0,0.467,14.3,0.575,0.311,0.085,0.065,0.114,0.425,0.497,0.652,0.372,0.303,0.276,0.426,0.841,1.0,0.037,17.0,0.301,0.508,0.0,0.0,0
142.0,Doug McDermott,26.0,NYK,SF,55.0,1.0,1172.0,0.46,13.7,0.582,0.348,0.07,0.055,0.11,0.418,0.513,0.658,0.261,0.389,0.278,0.387,0.806,1.0,0.04,11.0,0.307,0.429,0.0,0.0,0
142.0,Doug McDermott,26.0,DAL,SF,26.0,3.0,596.0,0.478,14.8,0.561,0.244,0.111,0.083,0.122,0.439,0.465,0.636,0.5,0.2,0.273,0.494,0.915,1.0,0.033,6.0,0.291,0.652,0.0,0.0,0
143.0,D.J. Augustin,30.0,ORL,PG,75.0,36.0,1760.0,0.452,15.6,0.496,0.241,0.146,0.054,0.054,0.504,0.485,0.569,0.367,0.414,0.517,0.419,0.231,0.675,0.0,0.0,0.154,0.357,2.0,0.0,0
144.0,Anthony Tolliver,32.0,DET,PF,79.0,14.0,1757.0,0.464,20.1,0.227,0.138,0.059,0.017,0.013,0.773,0.561,0.708,0.286,0.375,0.5,0.436,0.733,1.0,0.034,14.0,0.247,0.411,0.0,0.0,0
145.0,Dejounte Murray,21.0,SAS,PG,81.0,48.0,1743.0,0.443,7.4,0.944,0.412,0.223,0.21,0.099,0.056,0.454,0.586,0.36,0.344,0.367,0.265,0.33,1.0,0.028,15.0,0.618,0.286,0.0,0.0,DEF2
146.0,DeMarcus Cousins,27.0,NOP,C,48.0,48.0,1737.0,0.47,11.8,0.66,0.375,0.175,0.041,0.069,0.34,0.53,0.633,0.411,0.486,0.3,0.354,0.411,0.942,0.056,44.0,0.02,0.167,3.0,0.0,AS
147.0,Brook Lopez,29.0,LAL,C,74.0,72.0,1735.0,0.465,14.2,0.59,0.178,0.251,0.13,0.032,0.41,0.549,0.745,0.503,0.427,0.32,0.345,0.545,0.982,0.059,44.0,0.123,0.425,0.0,0.0,0
148.0,Reggie Bullock,26.0,DET,SF,62.0,52.0,1732.0,0.489,16.2,0.485,0.198,0.11,0.101,0.077,0.515,0.536,0.741,0.283,0.436,0.5,0.445,0.817,0.968,0.002,1.0,0.267,0.453,1.0,0.0,0
149.0,Ersan Ä°lyasova,30.0,2TM,PF,69.0,43.0,1729.0,0.452,13.8,0.587,0.299,0.104,0.085,0.1,0.413,0.517,0.623,0.375,0.385,0.459,0.36,0.753,0.967,0.013,7.0,0.269,0.485,0.0,0.0,0
149.0,Ersan Ä°lyasova,30.0,ATL,PF,46.0,40.0,1175.0,0.459,14.1,0.576,0.299,0.085,0.08,0.112,0.424,0.532,0.617,0.441,0.469,0.422,0.359,0.797,0.967,0.015,6.0,0.365,0.484,0.0,0.0,0
149.0,Ersan Ä°lyasova,30.0,PHI,PF,23.0,3.0,554.0,0.439,13.6,0.608,0.297,0.142,0.094,0.075,0.392,0.488,0.635,0.3,0.25,0.563,0.361,0.667,0.967,0.009,1.0,0.072,0.5,0.0,0.0,0
150.0,Jonas ValanÄiÅ«nas,25.0,TOR,C,77.0,77.0,1727.0,0.568,6.4,0.892,0.443,0.333,0.093,0.025,0.108,0.587,0.704,0.472,0.406,0.706,0.405,0.636,0.9,0.108,71.0,0.081,0.667,0.0,0.0,0
151.0,Ryan Anderson,29.0,HOU,PF,66.0,50.0,1725.0,0.431,20.4,0.294,0.142,0.044,0.04,0.069,0.706,0.539,0.647,0.143,0.579,0.545,0.386,0.342,0.992,0.019,9.0,0.109,0.405,0.0,0.0,0
152.0,Frank Ntilikina,19.0,NYK,PG,78.0,9.0,1706.0,0.364,16.1,0.686,0.174,0.088,0.156,0.268,0.314,0.385,0.621,0.182,0.346,0.321,0.318,0.333,0.8,0.014,6.0,0.153,0.375,4.0,0.0,0
153.0,T.J. McConnell,25.0,PHI,PG,76.0,1.0,1706.0,0.499,10.8,0.853,0.233,0.247,0.278,0.095,0.147,0.51,0.663,0.481,0.444,0.4,0.435,0.311,1.0,0.0,0.0,0.371,0.609,4.0,0.0,0
154.0,Rajon Rondo,31.0,NOP,PG,65.0,63.0,1705.0,0.468,11.0,0.696,0.403,0.148,0.047,0.099,0.304,0.526,0.603,0.479,0.435,0.327,0.333,0.215,0.7,0.006,3.0,0.42,0.286,0.0,0.0,0
155.0,Robin Lopez,29.0,CHI,C,64.0,64.0,1690.0,0.53,7.6,0.978,0.315,0.392,0.085,0.186,0.022,0.536,0.729,0.498,0.364,0.367,0.286,0.731,0.75,0.056,34.0,0.0,0.0,0.0,0.0,0
156.0,Jerian Grant,25.0,CHI,PG,74.0,26.0,1686.0,0.416,15.7,0.628,0.199,0.111,0.131,0.187,0.372,0.468,0.64,0.268,0.424,0.436,0.326,0.155,0.656,0.01,5.0,0.08,0.467,4.0,0.0,0
157.0,Nikola VuÄeviÄ,27.0,ORL,C,57.0,57.0,1683.0,0.475,12.7,0.757,0.213,0.223,0.154,0.168,0.243,0.527,0.743,0.481,0.349,0.475,0.314,0.672,1.0,0.04,29.0,0.01,0.5,0.0,0.0,0
158.0,Justise Winslow,21.0,MIA,PF,68.0,25.0,1680.0,0.424,10.3,0.736,0.367,0.238,0.072,0.055,0.264,0.44,0.564,0.379,0.2,0.222,0.38,0.468,1.0,0.037,15.0,0.543,0.4,5.0,0.0,0
159.0,Pascal Siakam,23.0,TOR,PF,81.0,5.0,1679.0,0.508,8.8,0.735,0.456,0.227,0.046,0.006,0.265,0.612,0.718,0.442,0.435,0.333,0.22,0.688,1.0,0.092,43.0,0.53,0.257,2.0,0.0,0
160.0,Dwight Powell,26.0,DAL,C,79.0,24.0,1672.0,0.593,7.9,0.805,0.549,0.156,0.03,0.07,0.195,0.656,0.775,0.418,0.308,0.4,0.333,0.828,1.0,0.251,96.0,0.155,0.615,2.0,0.0,0
161.0,Jarell Martin,23.0,MEM,PF,73.0,36.0,1661.0,0.446,10.8,0.802,0.413,0.091,0.091,0.208,0.198,0.47,0.571,0.244,0.422,0.388,0.347,0.636,1.0,0.095,38.0,0.418,0.341,2.0,0.0,0
162.0,Tyler Ulis,22.0,PHO,PG,71.0,43.0,1658.0,0.388,15.0,0.735,0.116,0.136,0.281,0.201,0.265,0.425,0.438,0.413,0.445,0.396,0.288,0.198,0.5,0.0,0.0,0.13,0.263,3.0,0.0,0
163.0,Mario Hezonja,22.0,ORL,SF,75.0,30.0,1657.0,0.442,15.0,0.567,0.246,0.143,0.063,0.113,0.433,0.523,0.691,0.375,0.359,0.443,0.337,0.568,0.878,0.057,34.0,0.131,0.314,0.0,0.0,0
164.0,Jamal Crawford,37.0,MIN,SG,80.0,0.0,1653.0,0.415,18.8,0.577,0.058,0.075,0.121,0.323,0.423,0.477,0.674,0.321,0.5,0.467,0.331,0.23,0.731,0.0,0.0,0.204,0.406,3.0,0.0,0
165.0,Michael Beasley,29.0,NYK,PF,74.0,30.0,1653.0,0.507,9.0,0.893,0.328,0.268,0.171,0.124,0.107,0.52,0.675,0.463,0.428,0.37,0.395,0.467,0.912,0.052,37.0,0.267,0.304,1.0,0.0,0
166.0,Kevin Love,29.0,CLE,C,59.0,59.0,1651.0,0.458,14.9,0.547,0.243,0.122,0.095,0.089,0.453,0.494,0.661,0.315,0.391,0.385,0.415,0.645,0.978,0.008,5.0,0.297,0.378,0.0,0.0,AS
167.0,Jerami Grant,23.0,OKC,PF,81.0,1.0,1647.0,0.535,7.8,0.759,0.586,0.121,0.022,0.031,0.241,0.613,0.685,0.327,0.5,0.429,0.291,0.731,0.938,0.184,70.0,0.5,0.273,2.0,0.0,0
168.0,David Nwaba,25.0,CHI,SG,70.0,21.0,1646.0,0.478,5.6,0.877,0.527,0.307,0.043,0.0,0.123,0.496,0.619,0.315,0.278,0.0,0.346,0.522,0.944,0.09,35.0,0.481,0.28,0.0,0.0,0
169.0,Bobby Portis,22.0,CHI,PF,73.0,4.0,1643.0,0.471,11.9,0.725,0.296,0.191,0.105,0.132,0.275,0.514,0.588,0.458,0.541,0.411,0.359,0.54,1.0,0.031,20.0,0.112,0.36,1.0,0.0,0
170.0,TomÃ¡Å¡ SatoranskÃ½,26.0,WAS,SG,73.0,30.0,1643.0,0.523,11.9,0.737,0.266,0.224,0.122,0.125,0.263,0.544,0.696,0.512,0.404,0.417,0.465,0.526,1.0,0.042,13.0,0.406,0.488,2.0,0.0,6MOY-12
171.0,Stephen Curry,29.0,GSW,PG,51.0,51.0,1631.0,0.495,18.4,0.42,0.175,0.065,0.073,0.108,0.58,0.595,0.669,0.429,0.54,0.613,0.423,0.417,0.618,0.001,1.0,0.134,0.358,8.0,0.0,"MVP-10,AS,NBA3"
172.0,Troy Daniels,26.0,PHO,SG,79.0,15.0,1622.0,0.403,22.2,0.203,0.049,0.03,0.054,0.071,0.797,0.419,0.429,0.529,0.516,0.293,0.4,0.694,0.923,0.0,0.0,0.231,0.5,2.0,0.0,0
173.0,Andre Iguodala,34.0,GSW,SF,64.0,7.0,1622.0,0.463,13.7,0.634,0.313,0.113,0.081,0.128,0.366,0.567,0.76,0.389,0.385,0.366,0.282,0.591,0.848,0.166,52.0,0.179,0.143,3.0,0.0,0
174.0,Rodney Hood,25.0,2TM,SG,60.0,23.0,1616.0,0.429,16.2,0.557,0.101,0.149,0.152,0.154,0.443,0.467,0.658,0.42,0.43,0.422,0.381,0.369,0.732,0.025,19.0,0.162,0.389,1.0,0.0,6MOY-12
174.0,Rodney Hood,25.0,UTA,SG,39.0,12.0,1084.0,0.424,17.6,0.525,0.087,0.13,0.139,0.168,0.475,0.455,0.625,0.431,0.416,0.419,0.389,0.318,0.706,0.02,11.0,0.141,0.351,0.0,0.0,0
174.0,Rodney Hood,25.0,CLE,SG,21.0,11.0,532.0,0.442,14.8,0.643,0.141,0.201,0.186,0.116,0.357,0.492,0.714,0.4,0.459,0.435,0.352,0.476,0.84,0.04,8.0,0.239,0.471,1.0,0.0,0
175.0,Garrett Temple,31.0,SAC,SG,65.0,35.0,1615.0,0.418,17.4,0.523,0.155,0.061,0.097,0.21,0.477,0.442,0.635,0.207,0.391,0.39,0.392,0.427,0.888,0.015,7.0,0.335,0.329,0.0,0.0,0
176.0,Marcus Smart,23.0,BOS,SG,54.0,11.0,1614.0,0.367,16.3,0.517,0.177,0.161,0.095,0.083,0.483,0.429,0.593,0.301,0.388,0.372,0.301,0.333,0.76,0.012,5.0,0.145,0.278,3.0,0.0,0
177.0,Tyreke Evans,28.0,MEM,PG,52.0,32.0,1607.0,0.452,12.1,0.646,0.412,0.121,0.01,0.104,0.354,0.482,0.544,0.357,0.25,0.405,0.399,0.226,0.482,0.004,3.0,0.052,0.267,1.0,0.0,0
178.0,James Ennis III,27.0,2TM,SF,72.0,22.0,1604.0,0.474,12.8,0.602,0.349,0.12,0.07,0.063,0.398,0.567,0.716,0.261,0.519,0.375,0.333,0.695,1.0,0.078,26.0,0.333,0.333,0.0,0.0,0
178.0,James Ennis III,27.0,MEM,SF,45.0,14.0,1053.0,0.486,12.5,0.622,0.365,0.099,0.086,0.072,0.378,0.565,0.716,0.273,0.421,0.375,0.357,0.641,1.0,0.095,18.0,0.345,0.379,0.0,0.0,0
178.0,James Ennis III,27.0,DET,SF,27.0,8.0,551.0,0.457,13.1,0.574,0.327,0.148,0.049,0.049,0.426,0.57,0.717,0.25,0.75,0.375,0.304,0.774,1.0,0.056,8.0,0.319,0.273,0.0,0.0,0
179.0,J.J. Barea,33.0,DAL,PG,69.0,11.0,1603.0,0.439,15.6,0.546,0.168,0.184,0.117,0.077,0.454,0.499,0.664,0.449,0.42,0.377,0.367,0.154,0.626,0.0,0.0,0.067,0.238,3.0,0.0,6MOY-12
180.0,Kyle Korver,36.0,CLE,SG,73.0,4.0,1574.0,0.459,22.1,0.223,0.062,0.017,0.037,0.107,0.777,0.537,0.733,0.5,0.5,0.442,0.436,0.948,0.976,0.0,0.0,0.223,0.512,1.0,0.0,0
181.0,Luc Mbah a Moute,31.0,HOU,PF,61.0,15.0,1564.0,0.481,13.2,0.499,0.403,0.075,0.0,0.02,0.501,0.599,0.676,0.346,0.0,0.0,0.364,0.777,0.984,0.072,25.0,0.41,0.282,0.0,0.0,6MOY-12
182.0,Dante Cunningham,30.0,2TM,SF,73.0,25.0,1562.0,0.451,13.0,0.538,0.332,0.115,0.041,0.049,0.462,0.541,0.645,0.333,0.267,0.556,0.345,0.849,0.983,0.052,15.0,0.661,0.369,0.0,0.0,0
182.0,Dante Cunningham,30.0,NOP,SF,51.0,24.0,1115.0,0.44,13.3,0.52,0.347,0.08,0.049,0.044,0.48,0.547,0.615,0.389,0.182,0.7,0.324,0.875,0.971,0.049,8.0,0.676,0.356,0.0,0.0,0
182.0,Dante Cunningham,30.0,BRK,SF,22.0,1.0,447.0,0.468,12.7,0.568,0.309,0.173,0.029,0.058,0.432,0.532,0.698,0.292,0.5,0.375,0.383,0.81,1.0,0.058,7.0,0.633,0.395,0.0,0.0,0
183.0,Kristaps PorziÅÄ£is,22.0,NYK,PF,48.0,48.0,1553.0,0.439,14.4,0.744,0.156,0.156,0.264,0.165,0.256,0.454,0.604,0.381,0.43,0.422,0.395,0.647,0.989,0.067,53.0,0.053,0.583,5.0,0.0,AS
184.0,Jarrett Jack,34.0,NYK,PG,62.0,56.0,1548.0,0.427,14.2,0.806,0.124,0.212,0.174,0.296,0.194,0.459,0.655,0.457,0.416,0.405,0.291,0.195,0.6,0.0,0.0,0.128,0.273,2.0,0.0,0
